brand,model,model_link,variant,variant_link,available
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx knight dt,https://www.zigwheels.com/hyundai-cars/venue/sx-knight-dt,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,s opt turbo dct,https://www.zigwheels.com/hyundai-cars/venue/s-opt-turbo-dct,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx diesel,https://www.zigwheels.com/hyundai-cars/venue/sx-diesel,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx dt diesel,https://www.zigwheels.com/hyundai-cars/venue/sx-dt-diesel,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo dt,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo-dt,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt knight turbo,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-knight-turbo,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt knight turbo dt,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-knight-turbo-dt,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo dct,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo-dct,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt diesel,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-diesel,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt knight turbo dct,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-knight-turbo-dct,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo adventure dct,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo-adventure,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo dct dt,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo-dct-dt,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt dt diesel,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-dt-diesel,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt knight turbo dct dt,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-knight-turbo-dct-dt,1
hyundai,venue,https://www.zigwheels.com/hyundai-cars/venue,sx opt turbo adventure dct dt,https://www.zigwheels.com/hyundai-cars/venue/sx-opt-turbo-adventure-dt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,ex,https://www.zigwheels.com/hyundai-cars/verna/ex,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,s,https://www.zigwheels.com/hyundai-cars/verna/s,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx,https://www.zigwheels.com/hyundai-cars/verna/sx,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,s ivt,https://www.zigwheels.com/hyundai-cars/verna/s-ivt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx ivt,https://www.zigwheels.com/hyundai-cars/verna/sx-ivt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt,https://www.zigwheels.com/hyundai-cars/verna/sx-opt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx turbo dt,https://www.zigwheels.com/hyundai-cars/verna/sx-turbo-dt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx turbo,https://www.zigwheels.com/hyundai-cars/verna/sx-turbo,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,s opt turbo dct,https://www.zigwheels.com/hyundai-cars/verna/s-opt-turbo-dct,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt turbo dt,https://www.zigwheels.com/hyundai-cars/verna/sx-opt-turbo-dt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt turbo,https://www.zigwheels.com/hyundai-cars/verna/sx-opt-turbo,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx turbo dct dt,https://www.zigwheels.com/hyundai-cars/verna/sx-turbo-dct-dt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx turbo dct,https://www.zigwheels.com/hyundai-cars/verna/sx-turbo-dct,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt ivt,https://www.zigwheels.com/hyundai-cars/verna/sx-opt-ivt,1
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt turbo dct dt,https://www.zigwheels.com/hyundai-cars/verna/sx-opt-turbo-dct-dt,1
